type,title,micro_summary,summary,tags,access_mode,url
admissions_registration_programs,יזמות סטודנטיאלית. אתגרי ממשלה. תמיכה מגוגל.,יזמות סטודנטיאלית. אתגרי ממשלה. תמיכה מגוגל.,לאתגרים צוות התוכנית Yazamut 360 להרשמה יזמות | השפעהציבורית יש אתגרים ששווה לפתור,"קבלה/הרשמה, הרשמה",public,https://bgu.ac.il/yazamut360/he/sti
admissions_registration_programs,"לימודי כלכלה, חשבונאות ומנהל עסקים לתואר ראשון","לימודי כלכלה, חשבונאות ומנהל עסקים לתואר ראשון",למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בכלכלה/כלכלה וחשבונאות הרישום פתוח תואר ראשון בכלכלה/כלכלה וחשבונאות קמפוס באר שבע תקופת לימוד 3 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/economics-and-business-management
admissions_registration_programs,לימודי רפואה באוניברסיטת בן-גוריון בנגב,לימודי רפואה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב לימודי רפואה הרישום סגור לימודי רפואה קמפוס באר שבע תקופת לימוד 7 שנים תואר מוענק | D דוקטור לרפואה הרישום סגור…,"קבלה/הרשמה, תואר ראשון, דוקטורט",public,https://bgu.ac.il/welcome/ba/catalog/categories/medical-school
admissions_registration_programs,לימודי תואר ראשון בהנדסה כימית באוניברסיטת בן-גוריון בנגב,לימודי תואר ראשון בהנדסה כימית באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסה כימית הרישום פתוח תואר ראשון בהנדסה כימית קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/chemical-engineering
admissions_registration_programs,לימודי תואר ראשון בהנדסת תעשייה וניהול,לימודי תואר ראשון בהנדסת תעשייה וניהול,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסת תעשייה וניהול הרישום פתוח תואר ראשון בהנדסת תעשייה וניהול קמפוס באר שבע תקופת לימוד 4 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/industrial-engineering
admissions_registration_programs,לימודי תואר ראשון בפסיכולוגיה,לימודי תואר ראשון בפסיכולוגיה,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפסיכולוגיה הרישום פתוח תואר ראשון בפסיכולוגיה קמפוס באר שבע | אילת תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/psychology
admissions_registration_programs,לימודי תואר שני בפסיכולוגיה,לימודי תואר שני בפסיכולוגיה,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני תואר שני בפסיכולוגיה הרישום פתוח תואר שני בפסיכולוגיה קמפוס באר שבע תקופת לימוד 2 שנים תואר מוענק M | A בפסיכולוגיה…,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/psychology-master
admissions_registration_programs,לימודי תעודת הוראה ופיתוח מקצועי,לימודי תעודת הוראה ופיתוח מקצועי,למועמדים ולמועמדות כל תוכניות הלימודים לתואר שני לימודי תעודת הוראה הרישום פתוח לימודי תעודת הוראה קמפוס באר שבע | אילת תקופת לימוד שנה/שנתיים תעודה מוענקת תעודת הוראה…,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/ma/catalog/categories/teaching-certificate
admissions_registration_programs,"לימודים באוניברסיטת בן-גוריון בנגב: תוכניות, תארים ותנאי קבלה","תוכניות, תארים ותנאי קבלה",למועמדים ולמועמדות למועמדים ולמועמדות ההרשמה ללימודים פתוחה הרשמה לאוניברסיטה תוכניות לימודים שכדאי להכיר כל תוכניות התואר הראשון כל תוכניות התואר השני לימודי המשך…,"קבלה/הרשמה, תנאי קבלה, הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome
admissions_registration_programs,מדעי האֲחָיוּת (סיעוד) באילת,מדעי האֲחָיוּת (סיעוד) באילת,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי האֲחָיוּת (סיעוד) הרישום פתוח תואר ראשון במדעי האֲחָיוּת (סיעוד) קמפוס באר שבע,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/nursing/eilat
admissions_registration_programs,מה צריך לדעת על תנאי הקבלה לתואר שני לפני ההרשמה? | אוניברסיטת בן-גוריון,מה צריך לדעת על תנאי הקבלה לתואר שני לפני ההרשמה? | אוניברסי,למועמדים ולמועמדות הבלוג כל מה שצריך לדעת לקראת הלימודים באוניברסיטה מה צריך לדעת על תנאי הקבלה לתואר שני לפני ההרשמה | מה צריך לדעת על תנאי הקבלה לתואר שני לפני ההרשמה,"קבלה/הרשמה, הרשמה, תואר שני",public,https://bgu.ac.il/welcome/blog/articles/admission-requirements-for-a-masters-degree
admissions_registration_programs,מידע למתקבלים לאוניברסיטה ולסטודנטים חדשים בתואר שני,מידע למתקבלים לאוניברסיטה ולסטודנטים חדשים בתואר שני,"למועמדים ולמועמדות אחרי שהתקבלת ללימודי תואר שני - מה עכשיו | מועדי פתיחת הלימודים סמסטר סתו (א') תשפ""ו שנת הלימודים תשפ""ו (סמסטר סתו - א') נפתחה ביום א' 26","קבלה/הרשמה, תואר שני",public,https://bgu.ac.il/welcome/contents/after-admission/after-being-accepted-to-bgu-ma
admissions_registration_programs,"פרטי תוכנית LEADERS – כל מה שצריך לדעת על מבנה התוכנית, התכנים והחוויה","פרטי תוכנית LEADERS – כל מה שצריך לדעת על מבנה התוכנית, התכנ",בוגרים ובוגרות צוות של לידרים יזמות 360 הרשמה ל-LEADERS פרטי תוכנית LEADERS חוויית לימודים אחרת ב־LEADERS לא רק לומדים יזמות – חווים אותה שלב אחר שלב,"קבלה/הרשמה, הרשמה",public,https://bgu.ac.il/yazamut360/he/leaders/leadersdetails
admissions_registration_programs,צוות של LEADERS,צוות של LEADERS,בוגרים ובוגרות צוות של לידרים יזמות 360 הרשמה ל-LEADERS צוות של LEADERS הכירו את הלידרים שמובילים את תוכנית LEADERS גדי בהט מוביל התוכניות האקדמיות גדי בהט הוא יזם…,"קבלה/הרשמה, הרשמה",public,https://bgu.ac.il/yazamut360/he/leaders/leadersteam
admissions_registration_programs,קורסים בתואר ראשון במדעי האֲחָיוּת (סיעוד) באוניברסיטת בן-גוריון בנגב,קורסים בתואר ראשון במדעי האֲחָיוּת (סיעוד) באוניברסיטת בן-גו,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי האֲחָיוּת (סיעוד) הרישום פתוח תואר ראשון במדעי האֲחָיוּת (סיעוד) קמפוס באר שבע,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/nursing/courses
admissions_registration_programs,קטלוג תוכניות לימודים - המרכז האוניברסיטאי ללימודי חוץ,קטלוג תוכניות לימודים - המרכז האוניברסיטאי ללימודי חוץ,"למועמדים ולמועמדות המרכז האוניברסיטאי ללימודי חוץ רוצה להתחיל ללמוד | גלו את התוכנית המתאימה לכם ביותר, מבין מגוון התוכניות האיכותיות שלנו צרו קשר רוצה להתחיל ללמוד",קבלה/הרשמה,public,https://bgu.ac.il/welcome/external-studies-center/catalogue
admissions_registration_programs,תהליך המיון לתוכנית LEADERS – איך מתקבלים לתוכנית היזמות היוקרתית?,תהליך המיון לתוכנית LEADERS – איך מתקבלים לתוכנית היזמות היו,"בוגרים ובוגרות צוות של לידרים יזמות 360 הרשמה ל-LEADERS תהליך המיון ל-LEADERS להיות חלק מקבוצה מצוינת תהליך המיון ל־LEADERS לא קצר, ולא לגמרי פשוט – וזה לגמרי בכוונה","קבלה/הרשמה, הרשמה",public,https://bgu.ac.il/yazamut360/he/leaders/leadersapplication
admissions_registration_programs,תואר ראשון באוניברסיטת בן-גוריון בנגב | קטלוג תוכניות לימודים BA,קטלוג תוכניות לימודים BA,"למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון באוניברסיטת בן-גוריון בנגב ההרשמה לסמסטר סתו תשפ""ז (אוקטובר 2026) פתוחה | מה אפשר ללמוד אצלנו לתואר…","קבלה/הרשמה, הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog
admissions_registration_programs,תואר ראשון בארכיאולוגיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בארכיאולוגיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בארכיאולוגיה הרישום פתוח תואר ראשון בארכיאולוגיה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/archaeology
admissions_registration_programs,תואר ראשון בביולוגיה ימית,תואר ראשון בביולוגיה ימית,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב ביולוגיה וביוטכנולוגיה ימית - מדעי החיים הרישום פתוח ביולוגיה וביוטכנולוגיה ימית - מדעי החיים קמפוס באר שבע,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/biology-and-marine-biotechnology
admissions_registration_programs,תואר ראשון בבלשנות באוניברסיטת בן-גוריון בנגב,תואר ראשון בבלשנות באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בבלשנות הרישום פתוח תואר ראשון בבלשנות קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/linguistics
admissions_registration_programs,תואר ראשון בהיסטוריה כללית,תואר ראשון בהיסטוריה כללית,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהיסטוריה כללית הרישום פתוח תואר ראשון בהיסטוריה כללית קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/history
admissions_registration_programs,תואר ראשון בהיסטוריה של עם ישראל באוניברסיטת בן-גוריון בגנב,תואר ראשון בהיסטוריה של עם ישראל באוניברסיטת בן-גוריון בגנב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהיסטוריה של עם ישראל הרישום פתוח תואר ראשון בהיסטוריה של עם ישראל קמפוס באר שבע תקופת לימוד 3 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/history-of-israel
admissions_registration_programs,תואר ראשון בהנדסה ביו-רפואית באוניבסיטת בן-גוריון בנגב,תואר ראשון בהנדסה ביו-רפואית באוניבסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסה ביו-רפואית הרישום פתוח תואר ראשון בהנדסה ביו-רפואית קמפוס באר שבע תקופת לימוד 4 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/biomedical-engineering
admissions_registration_programs,תואר ראשון בהנדסת חומרים באוניברסיטת בן-גוריון בנגב,תואר ראשון בהנדסת חומרים באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסת חומרים הרישום פתוח תואר ראשון בהנדסת חומרים קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/materials-engineering
admissions_registration_programs,תואר ראשון בהנדסת חשמל ומחשבים באוניברסיטת בן-גוריון בנגב,תואר ראשון בהנדסת חשמל ומחשבים באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסת חשמל ומחשבים הרישום פתוח תואר ראשון בהנדסת חשמל ומחשבים קמפוס באר שבע תקופת לימוד 4 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/electrical-computer-engineering
admissions_registration_programs,תואר ראשון בהנדסת מחשבים באוניברסיטת בן-גוריון בנגב,תואר ראשון בהנדסת מחשבים באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסת מחשבים הרישום פתוח תואר ראשון בהנדסת מחשבים קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/computer-engineering
admissions_registration_programs,תואר ראשון בהנדסת מכונות באוניברסיטת בן-גוריון בנגב,תואר ראשון בהנדסת מכונות באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בהנדסת מכונות הרישום פתוח תואר ראשון בהנדסת מכונות קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/mechanical-engineering
admissions_registration_programs,תואר ראשון בחינוך באוניברסיטת בן-גוריון בנגב,תואר ראשון בחינוך באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בחינוך הרישום פתוח תואר ראשון בחינוך קמפוס באר שבע | אילת 3 שנים תקופת לימוד תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/education
admissions_registration_programs,תואר ראשון ביזמות וחדשנות - באוניברסיטת בן-גוריון בנגב,תואר ראשון ביזמות וחדשנות - באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון ביזמות וחדשנות הרישום פתוח תואר ראשון ביזמות וחדשנות קמפוס באר שבע 3 שנים תקופת לימוד תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/entrepreneur-management
admissions_registration_programs,תואר ראשון בכימיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בכימיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בכימיה הרישום פתוח תואר ראשון בכימיה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B | כימיה הרישום…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/chemistry
admissions_registration_programs,תואר ראשון בלימודי אפריקה באוניברסיטת בן-גוריון בנגב,תואר ראשון בלימודי אפריקה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בלימודי אפריקה הרישום פתוח תואר ראשון בלימודי אפריקה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/africa-studies
admissions_registration_programs,"תואר ראשון בלימודי במדעי הסביבה, גאואינפורמטיקה ותכנון ערים","תואר ראשון בלימודי במדעי הסביבה, גאואינפורמטיקה ותכנון ערים","למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב לימודים במחלקה למדעי הסביבה, גיאואינפורמטיקה ותכנון ערים הרישום פתוח לימודים במחלקה למדעי הסביבה,…","קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/geography-environmental
admissions_registration_programs,תואר ראשון בלימודי המזרח התיכון באוניברסיטת בן-גוריון בנגב,תואר ראשון בלימודי המזרח התיכון באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בלימודי המזרח התיכון הרישום פתוח תואר ראשון בלימודי המזרח התיכון קמפוס באר שבע תקופת לימוד 3 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/middle-eastern-studies
admissions_registration_programs,תואר ראשון בלימודי מדינת ישראל,תואר ראשון בלימודי מדינת ישראל,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בלימודי מדינת ישראל הרישום פתוח תואר ראשון בלימודי מדינת ישראל קמפוס באר שבע תקופת לימוד 3 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/israel-studies
admissions_registration_programs,תואר ראשון בלימודים רב־תחומיים באוניברסיטת בן-גוריון בנגב,תואר ראשון בלימודים רב־תחומיים באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בלימודים רב־תחומיים הרישום פתוח תואר ראשון בלימודים רב־תחומיים קמפוס באר שבע תקופת לימוד 3 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/general-studies-degree
admissions_registration_programs,תואר ראשון במדעי האֲחָיוּת (סיעוד) באוניברסיטת בן-גוריון בנגב,תואר ראשון במדעי האֲחָיוּת (סיעוד) באוניברסיטת בן-גוריון בנג,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי האֲחָיוּת (סיעוד) הרישום פתוח תואר ראשון במדעי האֲחָיוּת (סיעוד) קמפוס באר שבע,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/nursing
admissions_registration_programs,תואר ראשון במדעי החיים באוניברסיטת בן-גוריון בנגב,תואר ראשון במדעי החיים באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי החיים הרישום פתוח תואר ראשון במדעי החיים קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/life-science
admissions_registration_programs,תואר ראשון במדעי המחשב,תואר ראשון במדעי המחשב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי המחשב הרישום פתוח תואר ראשון במדעי המחשב קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/computer-science
admissions_registration_programs,תואר ראשון במדעי המעבדה הרפואית באוניברסיטת בן-גוריון בנגב,תואר ראשון במדעי המעבדה הרפואית באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי המעבדה הרפואית הרישום פתוח תואר ראשון במדעי המעבדה הרפואית קמפוס באר שבע תקופת לימוד 3 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/health-lab
admissions_registration_programs,תואר ראשון במדעי הקוגניציה והמוח באוניברסיטת בן-גוריון בנגב,תואר ראשון במדעי הקוגניציה והמוח באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי הקוגניציה והמוח הרישום פתוח תואר ראשון במדעי הקוגניציה והמוח קמפוס באר שבע תקופת לימוד 3 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/brain
admissions_registration_programs,תואר ראשון במדעי כדור הארץ והסביבה,תואר ראשון במדעי כדור הארץ והסביבה,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במדעי כדור הארץ והסביבה הרישום פתוח תואר ראשון במדעי כדור הארץ והסביבה קמפוס באר שבע תקופת לימוד 3…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/earth-sciences
admissions_registration_programs,"תואר ראשון במחשבת ישראל: פילוסופיה, קבלה ומחשבת יהודית באוניברסיטת בן-גוריון בנגב","תואר ראשון במחשבת ישראל: פילוסופיה, קבלה ומחשבת יהודית באוני","למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב מחשבת ישראל: פילוסופיה, קבלה ומחשבת יהודית הרישום פתוח מחשבת ישראל: פילוסופיה, קבלה ומחשבת יהודית קמפוס באר שבע…","קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/jewish-thought
admissions_registration_programs,תואר ראשון במתמטיקה | תנאי קבלה ומסלולים | אוניברסיטת בן-גוריון בנגב,תואר ראשון במתמטיקה | תנאי קבלה ומסלולים | אוניברסיטת בן-גור,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון במתמטיקה הרישום פתוח תואר ראשון במתמטיקה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תנאי קבלה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/mathematics
admissions_registration_programs,תואר ראשון בניהול באוניברסיטת בן-גוריון בנגב,תואר ראשון בניהול באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בניהול הרישום פתוח תואר ראשון בניהול קמפוס באר שבע | אילת תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/business
admissions_registration_programs,תואר ראשון בניהול מערכות בריאות באוניברסיטת בן-גוריון בנגב,תואר ראשון בניהול מערכות בריאות באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בניהול מערכות בריאות הרישום פתוח תואר ראשון בניהול מערכות בריאות קמפוס באר שבע תקופת לימוד 3 שנים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/health-management
admissions_registration_programs,תואר ראשון בניהול תיירות ופנאי,תואר ראשון בניהול תיירות ופנאי,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בניהול תיירות ופנאי הרישום פתוח תואר ראשון בניהול תיירות ופנאי קמפוס באר שבע תקופת לימוד 3 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/tourism-management
admissions_registration_programs,תואר ראשון בסוציולוגיה ואנתרופולוגיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בסוציולוגיה ואנתרופולוגיה באוניברסיטת בן-גוריון ב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בסוציולוגיה ואנתרופולוגיה הרישום פתוח תואר ראשון בסוציולוגיה ואנתרופולוגיה קמפוס באר שבע תקופת לימוד…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/sociology-anthropology
admissions_registration_programs,תואר ראשון בסטטיסטיקה באוניברסיטת בן-גוריון בנגב,תואר ראשון בסטטיסטיקה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בסטטיסטיקה וניתוח נתונים הרישום פתוח תואר ראשון בסטטיסטיקה וניתוח נתונים קמפוס באר שבע תקופת לימודים…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/statistics
admissions_registration_programs,תואר ראשון בספרות אנגלית,תואר ראשון בספרות אנגלית,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בספרות אנגלית הרישום פתוח תואר ראשון בספרות אנגלית קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/english-literature
admissions_registration_programs,תואר ראשון בספרות עברית,תואר ראשון בספרות עברית,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בספרות עברית הרישום פתוח תואר ראשון בספרות עברית קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/hebrew-literature
admissions_registration_programs,תואר ראשון בעבודה סוציאלית באוניברסיטת בן-גוריון בנגב,תואר ראשון בעבודה סוציאלית באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בעבודה סוציאלית הרישום פתוח תואר ראשון בעבודה סוציאלית קמפוס באר שבע | אילת תקופת לימוד 2-3 שנים תואר…,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/social-work
admissions_registration_programs,תואר ראשון בפוליטיקה וממשל באוניברסיטת בן-גוריון בנגב,תואר ראשון בפוליטיקה וממשל באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפוליטיקה וממשל הרישום פתוח תואר ראשון בפוליטיקה וממשל קמפוסים באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/politics-and-government
admissions_registration_programs,תואר ראשון בפיזיותרפיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בפיזיותרפיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפיזיותרפיה הרישום סגור תואר ראשון בפיזיותרפיה קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/physiotherapy
admissions_registration_programs,תואר ראשון בפיזיקה באוניברסיטת בן-גוריון בנגב,תואר ראשון בפיזיקה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפיזיקה הרישום פתוח תואר ראשון בפיזיקה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/physics
admissions_registration_programs,תואר ראשון בפילוסופיה באוניברסיטת בן-גוריון בנגב,תואר ראשון בפילוסופיה באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון בפילוסופיה הרישום פתוח תואר ראשון בפילוסופיה קמפוס באר שבע תקופת לימוד 3 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/philosophy
admissions_registration_programs,תואר ראשון ברוקחות באוניברסיטת בן-גוריון בנגב,תואר ראשון ברוקחות באוניברסיטת בן-גוריון בנגב,למועמדים ולמועמדות תואר ראשון באוניברסיטת בן-גוריון בנגב תואר ראשון ברוקחות הרישום פתוח תואר ראשון ברוקחות קמפוס באר שבע תקופת לימוד 4 שנים תואר מוענק B,"קבלה/הרשמה, תואר ראשון",public,https://bgu.ac.il/welcome/ba/catalog/categories/pharmacy
